1	3	1	5.121625439364465
1	3	2	0
1	3	3	0
1	3	6	0
1	3	7	0
1	3	10	0
1	3	12	0.1873864825727559
1	3	13	0
1	3	14	0
1	3	16	0
1	3	17	0
1	3	18	0
1	3	20	0
1	3	21	0
1	3	22	0
1	3	23	0
1	3	24	0
1	3	25	0
1	3	26	0
1	3	29	0
1	3	30	0
1	3	31	0
1	3	32	0
1	3	33	0
1	3	35	0
1	3	36	0
1	3	37	0
1	3	38	0
1	3	39	0
1	3	40	0
1	3	42	0
1	3	43	0
1	3	44	0
1	3	45	0
1	3	46	0
1	3	48	0
1	3	49	0
1	3	50	0
1	3	51	0
1	3	52	0
1	3	53	0
1	3	54	0
1	3	55	0
1	3	56	0
1	3	57	0
1	3	58	0
1	3	59	0
1	3	60	0
1	3	61	0
1	3	62	0
1	3	63	0
1	3	64	0
1	3	65	0
1	3	66	0
1	3	67	0
1	3	69	0
3	1	1	0
3	1	2	0.178443388
3	1	3	0.270558732
3	1	6	0.227743988
3	1	7	0
3	1	10	0.017793292000000002
3	1	12	0
3	1	13	0
3	1	14	0
3	1	16	0
3	1	17	0
3	1	18	0
3	1	20	0.013008292000000001
3	1	21	0
3	1	22	0
3	1	23	0
3	1	24	0
3	1	25	0
3	1	26	0
3	1	29	0
3	1	30	0
3	1	31	0
3	1	32	0
3	1	33	0
3	1	35	0
3	1	36	0
3	1	37	0
3	1	38	0
3	1	39	0
3	1	40	0
3	1	42	0
3	1	43	0
3	1	44	0
3	1	45	0
3	1	46	0
3	1	48	0
3	1	49	0
3	1	50	0
3	1	51	0
3	1	52	0
3	1	53	0
3	1	54	0
3	1	55	0
3	1	56	0
3	1	57	0
3	1	58	0.012486356
3	1	59	0.0023363719999999998
3	1	60	0.0023363719999999998
3	1	61	0.0022010519836008846
3	1	62	0.002186336
3	1	63	0.002186336
3	1	64	0.002186336
3	1	65	0.002186336
3	1	66	0.002186336
3	1	67	0.002165712
3	1	69	0.002321644
7	1	1	0
7	1	2	0
7	1	3	0
7	1	6	0
7	1	7	2.899075676
7	1	10	0
7	1	12	0
7	1	13	0
7	1	14	0
7	1	16	0
7	1	17	0
7	1	18	0
7	1	20	0
7	1	21	0.0024020359999999998
7	1	22	0.0024002240000000003
7	1	23	0
7	1	24	0
7	1	25	0
7	1	26	0
7	1	29	0.0023751880000000003
7	1	30	0
7	1	31	0
7	1	32	0
7	1	33	0
7	1	35	0
7	1	36	0.30645696400000005
7	1	37	0.002363432
7	1	38	0.002363432
7	1	39	0.002363432
7	1	40	0.002363432
7	1	42	0.0019853080000000003
7	1	43	0
7	1	44	0
7	1	45	0
7	1	46	0
7	1	48	0.0021792159837635758
7	1	49	0.0022863519829653504
7	1	50	0.0023167719827387034
7	1	51	0.0023167719827387034
7	1	52	0.002177963983772903
7	1	53	0.0021841639837267106
7	1	54	0.0021166079842300416
7	1	55	0
7	1	56	0
7	1	57	0
7	1	58	0
7	1	59	0
7	1	60	0
7	1	61	0
7	1	62	0
7	1	63	0
7	1	64	0
7	1	65	0
7	1	66	0
7	1	67	0
7	1	69	0
1	9	1	1.9466695606358038
1	9	2	0
1	9	3	0
1	9	6	0
1	9	7	0
1	9	10	0
1	9	12	0
1	9	13	0
1	9	14	0
1	9	16	0
1	9	17	0
1	9	18	0
1	9	20	0
1	9	21	0
1	9	22	0
1	9	23	0
1	9	24	0
1	9	25	0
1	9	26	0
1	9	29	0
1	9	30	0
1	9	31	0
1	9	32	0
1	9	33	0
1	9	35	0
1	9	36	0
1	9	37	0
1	9	38	0
1	9	39	0
1	9	40	0
1	9	42	0
1	9	43	0
1	9	44	0
1	9	45	0
1	9	46	0
1	9	48	0
1	9	49	0
1	9	50	0
1	9	51	0
1	9	52	0
1	9	53	0
1	9	54	0
1	9	55	0
1	9	56	0
1	9	57	0
1	9	58	0
1	9	59	0
1	9	60	0
1	9	61	0
1	9	62	0
1	9	63	0
1	9	64	0
1	9	65	0
1	9	66	0
1	9	67	0
1	9	69	0
9	1	1	0
9	1	2	0
9	1	3	0
9	1	6	0
9	1	7	0
9	1	10	0
9	1	12	0.32841010952204797
9	1	13	0
9	1	14	0
9	1	16	0
9	1	17	0
9	1	18	0
9	1	20	0
9	1	21	0
9	1	22	0
9	1	23	0
9	1	24	0
9	1	25	0
9	1	26	0
9	1	29	0
9	1	30	0
9	1	31	0
9	1	32	0
9	1	33	0
9	1	35	0
9	1	36	0
9	1	37	0
9	1	38	0
9	1	39	0
9	1	40	0
9	1	42	0
9	1	43	0
9	1	44	0
9	1	45	0
9	1	46	0
9	1	48	0
9	1	49	0
9	1	50	0
9	1	51	0
9	1	52	0
9	1	53	0
9	1	54	0
9	1	55	0
9	1	56	0
9	1	57	0
9	1	58	0
9	1	59	0
9	1	60	0
9	1	61	0
9	1	62	0
9	1	63	0
9	1	64	0
9	1	65	0
9	1	66	0
9	1	67	0
9	1	69	0
2	3	1	0
2	3	2	4.773169195999999
2	3	3	0
2	3	6	0
2	3	7	0
2	3	10	0
2	3	12	0
2	3	13	0
2	3	14	0
2	3	16	0
2	3	17	0
2	3	18	0
2	3	20	0
2	3	21	0
2	3	22	0
2	3	23	0
2	3	24	0
2	3	25	0
2	3	26	0
2	3	29	0
2	3	30	0
2	3	31	0
2	3	32	0
2	3	33	0
2	3	35	0
2	3	36	0
2	3	37	0
2	3	38	0
2	3	39	0
2	3	40	0
2	3	42	0
2	3	43	0
2	3	44	0
2	3	45	0
2	3	46	0
2	3	48	0
2	3	49	0
2	3	50	0
2	3	51	0
2	3	52	0
2	3	53	0
2	3	54	0
2	3	55	0
2	3	56	0
2	3	57	0
2	3	58	0
2	3	59	0
2	3	60	0
2	3	61	0
2	3	62	0
2	3	63	0
2	3	64	0
2	3	65	0
2	3	66	0
2	3	67	0
2	3	69	0
3	2	1	0.25521139600000003
3	2	2	0
3	2	3	0.28828196000000006
3	2	6	1.282573404
3	2	7	0
3	2	10	1.862708832
3	2	12	0
3	2	13	0
3	2	14	0
3	2	16	0
3	2	17	0
3	2	18	0
3	2	20	0
3	2	21	0.27835592800000003
3	2	22	0.178039064
3	2	23	0
3	2	24	0
3	2	25	0
3	2	26	0
3	2	29	0.065398448
3	2	30	0
3	2	31	0
3	2	32	0
3	2	33	0
3	2	35	0
3	2	36	0.05239716
3	2	37	0.06334843200000001
3	2	38	0.06334843200000001
3	2	39	0.06334843200000001
3	2	40	0.06334843200000001
3	2	42	0.009664576000000001
3	2	43	0
3	2	44	0
3	2	45	0
3	2	46	0
3	2	48	0.019066888
3	2	49	0.030425092
3	2	50	0.037130784
3	2	51	0.037130784
3	2	52	0.018535296
3	2	53	0.018648304
3	2	54	0
3	2	55	0
3	2	56	0
3	2	57	0
3	2	58	0
3	2	59	0
3	2	60	0
3	2	61	0
3	2	62	0
3	2	63	0
3	2	64	0
3	2	65	0
3	2	66	0
3	2	67	0
3	2	69	0
3	6	1	1.406026094673357
3	6	2	4.120116968
3	6	3	0.531512665295207
3	6	6	0
3	6	7	0
3	6	10	0
3	6	12	0
3	6	13	0
3	6	14	0
3	6	16	0
3	6	17	0
3	6	18	0
3	6	20	0
3	6	21	0
3	6	22	0
3	6	23	0
3	6	24	0
3	6	25	0
3	6	26	0
3	6	29	0
3	6	30	0
3	6	31	0
3	6	32	0
3	6	33	0
3	6	35	0
3	6	36	0
3	6	37	0
3	6	38	0
3	6	39	0
3	6	40	0
3	6	42	0
3	6	43	0
3	6	44	0
3	6	45	0
3	6	46	0
3	6	48	0
3	6	49	0
3	6	50	0
3	6	51	0
3	6	52	0
3	6	53	0
3	6	54	0
3	6	55	0
3	6	56	0
3	6	57	0
3	6	58	0
3	6	59	0
3	6	60	0
3	6	61	0
3	6	62	0
3	6	63	0
3	6	64	0
3	6	65	0
3	6	66	0
3	6	67	0
3	6	69	0
6	3	1	0
6	3	2	0
6	3	3	0
6	3	6	2.827238796
6	3	7	0
6	3	10	1.8989248479999998
6	3	12	0.28294631842711093
6	3	13	0.050839383230464594
6	3	14	0
6	3	16	0
6	3	17	0
6	3	18	0
6	3	20	0.026574216000000005
6	3	21	0.41496498800000003
6	3	22	0.351830704
6	3	23	0
6	3	24	0
6	3	25	0
6	3	26	0
6	3	29	0.130302456
6	3	30	0
6	3	31	0
6	3	32	0
6	3	33	0
6	3	35	0
6	3	36	0.104295988
6	3	37	0.12599782800000003
6	3	38	0.12599782800000003
6	3	39	0.12599782800000003
6	3	40	0.12599782800000003
6	3	42	0.019313208
6	3	43	0
6	3	44	0
6	3	45	0
6	3	46	0
6	3	48	0.038035296016236425
6	3	49	0.06075714801703465
6	3	50	0.0742305840172613
6	3	51	0.0742305840172613
6	3	52	0.0369887160162271
6	3	53	0.037230988016273295
6	3	54	0.007618736015769958
6	3	55	0
6	3	56	0
6	3	57	0
6	3	58	0.025281088
6	3	59	0.011707616
6	3	60	0.011707616
6	3	61	0.010499123983600884
6	3	62	0.010159524000000001
6	3	63	0.010159524000000001
6	3	64	0.010159524000000001
6	3	65	0.010159524000000001
6	3	66	0.010159524000000001
6	3	67	0.010196596
6	3	69	0.011224620000000001
3	7	1	1.5731100286911097
3	7	2	0
