26	24	7.758842908111364
58	57	2.985918524860367
45	43	0.45116836935624327
48	52	3.5571166688093303
22	23	0.24379505472316895
44	46	5.677982085870161
65	66	1.882750864388418
68	67	0.0
27	33	4.780969710984511
52	53	1.3747443215228854
60	59	4.16081165724287
59	72	4.483596674404971
27	28	3.158921813907774
9	7	1.5526615926559062
72	59	3.342894031183139
30	20	20.877199817350682
53	54	1.6838107522516947
6	13	4.0243457326398735
50	73	0.0
43	45	0.20042668671383781
8	16	12.777073625218796
6	17	2.2088198317092345
57	59	1.5852727621766363
52	51	1.3934368781504674
44	54	2.3635080544706315
22	25	4.00267918060901
62	63	0.8768124229602758
10	11	15.154343999117966
60	65	4.391227091513551
47	46	4.26806085303079
42	45	9.602649652964454
7	9	0.00949364403742348
73	50	0.0
32	34	7.757769577046397
24	26	10.348692351656087
52	48	1.5782730695878293
33	24	23.66310055290199
48	49	1.9383219747470042
37	42	1.196869988506887
19	11	0.0
40	39	26.828029275078592
22	40	9.189454078768085
43	36	0.9416555414658722
23	31	0.4329700293527982
20	21	8.454930933428171
22	21	2.483725242937687
38	42	16.913593522516184
28	22	4.1944639130757375
32	60	4.24238461598236
20	30	2.6236989570620226
51	52	4.1309053412147225
66	65	0.9340690823441646
28	27	2.9387819580180823
71	36	5.4195079669503725
15	13	0.0
49	50	3.00339276066662
67	69	0.7814235107123666
7	13	0.0
24	33	7.592904339678037
57	58	3.7986550288118535
1	9	1.8834903221506745
47	48	2.9549004667987635
35	27	4.615300194203495
72	60	4.146028910175017
51	48	1.733901357781004
11	5	0.0
3	1	0.7781999647745784
40	22	5.446311481795906
14	17	0.17297370645588503
69	70	0.0
40	41	2.399876379208741
60	63	5.433195690325348
65	64	1.8609161315987914
33	32	3.928495679074485
50	51	3.4483165632514785
7	1	3.2427156119262093
53	52	2.7925321696426506
40	48	1.8650580337180567
56	57	0.5726046593006695
18	19	7.896731867252882
8	4	0.0
11	8	14.1173201547697
45	47	1.8097471028754697
1	3	5.456149361762205
18	10	4.745624544679453
69	67	1.2492105127699833
60	61	2.4050041234212376
13	9	1.7505782155792422
7	3	0.6349579366188616
6	3	6.955142270984146
5	11	0.0
58	59	2.694339995225136
74	48	0.0
46	45	4.555016805244094
43	44	2.3692135902575964
9	12	1.7346077102327042
16	22	11.653857183380639
24	23	18.77986096575006
48	53	3.8910582090374923
